username,Total Interaction Time,Interaction Frequency,Interaction Diversity,Interaction Depth,Engagement Score,Engagement Level
Heloísa Carvalho,0.3982912658247888,0.6666666666666666,0.9,0.31980299382972255,0.3990835643340686,2
Ian Viana,0.4196055874235476,0.6666666666666666,0.9,0.36450568606292033,0.4203539840483711,2
Igor Lopes,0.29503897159321785,0.5,0.9,0.29016906007028026,0.29569589125263956,2
Isabela Caldeira,0.6620368660189871,0.6666666666666666,0.9,0.8729586895769348,0.6622859181100345,3
Isabela Fogaça,0.014823453669451231,0.0,0.9,0.1554467225588666,0.01491102841784877,1
Joana Sousa,0.01567834846989662,0.0,0.9,0.1644116100827315,0.015770973808981376,1
José Rezende,0.3844176952669435,0.6666666666666666,0.9,0.29070584654547466,0.38523856967477144,2
José Silveira,0.11895175121505881,0.16666666666666666,0.9,0.30148584709886284,0.11928171021600247,2
João Guilherme Câmara,0.21643614410782228,0.3333333333333333,0.9,0.326941700561689,0.2169208832896192,2
João Guilherme Ferreira,0.40056570816424536,0.3333333333333333,0.9,0.9705689752174355,0.40091570036184143,3
João Guilherme Marques,0.12307846562214705,0.16666666666666666,0.9,0.32312332254226506,0.1234122546625556,2
João Lucas Costela,0.5238394275371114,0.5,0.9,0.8900002766940593,0.5241390152848171,3
João Vitor Aragão,0.8379816039304052,0.8333333333333334,0.9,0.9275707183900096,0.8380952344483931,3
João Vitor Sousa,0.018295804155210902,0.0,0.9,0.19185966077308322,0.018403893031214553,1
Juan Dias,0.38499817939070274,0.6666666666666666,0.9,0.29192330040674025,0.3858178581542399,2
Lavínia Peixoto,0.6797310775368476,0.6666666666666666,0.9,0.9100688968207854,0.6799436842160153,3
Leandro Freitas,0.3792461094370887,0.6666666666666666,0.9,0.27985943941783564,0.38007763594859745,2
Leandro da Conceição,0.020433041156324376,0.0,0.9,0.2142718795827453,0.020553756509046076,1
Levi Borges,0.1118751220335942,0.16666666666666666,0.9,0.26438117373619985,0.11219851315356281,2
Lorenzo Carvalho,0.8390000897111828,0.8333333333333334,0.9,0.9293507835053448,0.839111284297165,3
Lorenzo Sá,0.316791294848995,0.5,0.9,0.34719570570819847,0.3174142425514065,2
Luana da Cruz,0.6725858456862114,0.6666666666666666,0.9,0.8950831465648436,0.6728131696596483,3
Lucas Gabriel Fogaça,0.21684248299445374,0.3333333333333333,0.9,0.32836206339983215,0.21732692481531452,2
Lucca Silva,0.0,0.0,0.9,0.0,0.0,1
Luigi da Paz,0.11614959603582115,0.16666666666666666,0.9,0.28679339254586206,0.11647695433221765,2
Luiz Miguel da Conceição,0.8165828482772814,0.8333333333333334,0.9,0.890170904697343,0.816747658610204,3
Lunna Moreira,0.11677229718676285,0.16666666666666666,0.9,0.29005838244652893,0.11710023341750314,2
Lívia Albuquerque,0.3888293746075136,0.6666666666666666,0.9,0.2999584958910932,0.389641162118732,2
Manuella Cunha,0.4110566394190937,0.6666666666666666,0.9,0.34657591101519053,0.41182264462347135,2
Manuella Mendonça,0.02116656200362011,0.0,0.9,0.22196397443346894,0.021291610887857384,1
Manuella Peixoto,0.221275270848615,0.3333333333333333,0.9,0.3438569307250307,0.22175646873199076,2
Marcelo Jesus,0.1320759695404149,0.16666666666666666,0.9,0.370299659666307,0.13241810924231667,2
Maria Fernanda Martins,0.1991429943481955,0.3333333333333333,0.9,0.2664932717227894,0.19964038874801446,1
Maria Flor Garcia,0.2122302727747669,0.3333333333333333,0.9,0.3122400228733756,0.21271808983534427,2
Maria Julia Pacheco,0.8539132545633967,0.8333333333333334,0.9,0.955415363898804,0.8539887810465415,3
Maria Julia Rezende,0.5618241977445553,0.5,0.9,0.9895824686643978,0.5620644623126008,3
Mariane Mendes,0.1337013250869407,0.16666666666666666,0.9,0.37882183669516617,0.1340449732954348,2
Marina Barros,0.22106946284110038,0.3333333333333333,0.9,0.3431375261706465,0.22155081133585933,2
Matteo Sousa,0.176646595988327,0.3333333333333333,0.9,0.18785682004740697,0.17716045337088263,1
Mirella da Mata,0.2924320701646992,0.5,0.9,0.28333471680363026,0.29309306118432543,2
Murilo Montenegro,0.30862230008918345,0.5,0.9,0.325779585512299,0.30925800581911855,2
Nina Nogueira,0.38691377699910817,0.3333333333333333,0.9,0.922848473109949,0.3872737597517921,3
Noah Pimenta,0.40009076660844234,0.6666666666666666,0.9,0.3235771007996458,0.40087935862042096,2
Olívia Dias,0.2244204393737104,0.3333333333333333,0.9,0.3548509080176715,0.22489933560620387,2
Otávio Barros,0.314110513622907,0.5,0.9,0.34016767659998337,0.31473764806820087,2
Paulo Silveira,0.6695567739858679,0.6666666666666666,0.9,0.888730250961512,0.6697903370486037,3
Pietro Machado,0.10072454972901945,0.16666666666666666,0.9,0.20591571898951327,0.10103759190603487,1
Rafael Correia,0.08932067526134978,0.16666666666666666,0.9,0.14612213275780964,0.08962313340347554,1
Ravi Lucca Nunes,0.39049694718122185,0.3333333333333333,0.9,0.9353734908644847,0.39085430775110547,3
Ravi Lucca da Costa,0.2046417621387146,0.3333333333333333,0.9,0.2857142857142858,0.20513513251131996,2
Rebeca Lima,0.6949239301941456,0.6666666666666666,0.9,0.9419329846988186,0.6951052436013773,3
Samuel Andrade,0.12579618674701973,0.16666666666666666,0.9,0.33737306660026006,0.12613249812799665,2
Sophia Sampaio,0.39745747953793464,0.6666666666666666,0.9,0.31805428737445013,0.3982514954271956,2
Sophie Rocha,0.19824060539216978,0.3333333333333333,0.9,0.263338959445874,0.1987386601649768,2
Stephany Cunha,0.011873538895074856,0.0,0.9,0.12451232672034525,0.011943685987952911,1
Thomas Almeida,0.02424840498794176,0.0,0.9,0.25428184056888303,0.024391660939841606,1
Thomas Novaes,0.40592199348802355,0.6666666666666666,0.9,0.33580697822417754,0.4066985747096272,2
Théo Brito,0.6793352929070117,0.6666666666666666,0.9,0.9092388146426499,0.6795487147981957,3
Théo Fernandes,0.4090988247835058,0.6666666666666666,0.9,0.342469771174013,0.4098688625699912,2
Vitor Pires,0.6932721890056307,0.6666666666666666,0.9,0.9384687750753993,0.6934569045643441,3
