username,engagement_level,timestamp,activity_type,room,object,duration,details
Manuella Martins,1,2024-04-03 00:03:20,interaction,Auditorium,Screen,00:00:36,Interacted with Screen
Manuella Martins,1,2024-04-03 00:03:56,interaction,Auditorium,Screen,00:00:36,Interacted with Screen
Manuella Martins,1,2024-04-04 00:02:44,movement,Library,,00:02:44,Moved from Auditorium to Library
Manuella Martins,1,2024-04-04 00:03:20,interaction,Library,Book,00:00:36,Interacted with Book
Manuella Martins,1,2024-04-04 00:03:56,interaction,Library,Computer,00:00:36,Interacted with Computer
Manuella Martins,1,2024-04-05 00:02:44,movement,Laboratory,,00:02:44,Moved from Library to Laboratory
Manuella Martins,1,2024-04-05 00:03:20,interaction,Laboratory,Computer,00:00:36,Interacted with Computer
Manuella Martins,1,2024-04-05 00:03:56,interaction,Laboratory,Computer,00:00:36,Interacted with Computer
Manuella Martins,1,2024-04-06 00:02:44,movement,Classroom,,00:02:44,Moved from Laboratory to Classroom
Manuella Martins,1,2024-04-06 00:03:20,interaction,Classroom,Chair,00:00:36,Interacted with Chair
Manuella Martins,1,2024-04-06 00:03:56,interaction,Classroom,Desk,00:00:36,Interacted with Desk
Manuella Martins,1,2024-04-07 00:02:44,movement,Library,,00:02:44,Moved from Classroom to Library
Manuella Martins,1,2024-04-07 00:03:20,interaction,Library,Book,00:00:36,Interacted with Book
Manuella Martins,1,2024-04-07 00:03:56,interaction,Library,Computer,00:00:36,Interacted with Computer
Manuella Martins,1,2024-04-09 00:00:36,interaction,Library,Computer,00:00:36,Interacted with Computer
Manuella Martins,1,2024-04-09 00:03:20,movement,Auditorium,,00:02:44,Moved from Library to Auditorium
Manuella Martins,1,2024-04-09 00:03:56,interaction,Auditorium,Chair,00:00:36,Interacted with Chair
Rodrigo Machado,1,2024-01-01 00:01:02,movement,Auditorium,,00:01:02,Moved to Auditorium
Rodrigo Machado,1,2024-01-01 00:02:11,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Rodrigo Machado,1,2024-01-03 00:01:02,movement,Library,,00:01:02,Moved from Auditorium to Library
Rodrigo Machado,1,2024-01-03 00:02:11,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-05 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-06 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-07 00:01:02,movement,Laboratory,,00:01:02,Moved from Library to Laboratory
Rodrigo Machado,1,2024-01-07 00:02:11,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-10 00:01:09,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-12 00:01:09,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Rodrigo Machado,1,2024-01-13 00:01:09,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-14 00:01:02,movement,Classroom,,00:01:02,Moved from Laboratory to Classroom
Rodrigo Machado,1,2024-01-14 00:02:11,interaction,Classroom,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-16 00:01:02,movement,Auditorium,,00:01:02,Moved from Classroom to Auditorium
Rodrigo Machado,1,2024-01-16 00:02:11,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Rodrigo Machado,1,2024-01-17 00:01:09,interaction,Auditorium,Chair,00:01:09,Interacted with Chair
Rodrigo Machado,1,2024-01-18 00:01:02,movement,Library,,00:01:02,Moved from Auditorium to Library
Rodrigo Machado,1,2024-01-18 00:02:11,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-19 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-20 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-22 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-01-24 00:01:02,movement,Classroom,,00:01:02,Moved from Library to Classroom
Rodrigo Machado,1,2024-01-24 00:02:11,interaction,Classroom,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-25 00:01:02,movement,Library,,00:01:02,Moved from Classroom to Library
Rodrigo Machado,1,2024-01-25 00:02:11,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-29 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-01-30 00:01:02,movement,Auditorium,,00:01:02,Moved from Library to Auditorium
Rodrigo Machado,1,2024-01-30 00:02:11,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Rodrigo Machado,1,2024-01-31 00:01:09,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Rodrigo Machado,1,2024-02-04 00:01:02,movement,Library,,00:01:02,Moved from Auditorium to Library
Rodrigo Machado,1,2024-02-04 00:02:11,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-02-05 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-02-09 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-02-10 00:01:02,movement,Classroom,,00:01:02,Moved from Library to Classroom
Rodrigo Machado,1,2024-02-10 00:02:11,interaction,Classroom,Chair,00:01:09,Interacted with Chair
Rodrigo Machado,1,2024-02-13 00:01:09,interaction,Classroom,Chair,00:01:09,Interacted with Chair
Rodrigo Machado,1,2024-02-14 00:01:09,interaction,Classroom,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-02-16 00:01:09,interaction,Classroom,Desk,00:01:09,Interacted with Desk
Rodrigo Machado,1,2024-02-18 00:01:09,interaction,Classroom,Desk,00:01:09,Interacted with Desk
Rodrigo Machado,1,2024-02-19 00:01:09,interaction,Classroom,Desk,00:01:09,Interacted with Desk
Rodrigo Machado,1,2024-02-20 00:01:02,movement,Library,,00:01:02,Moved from Classroom to Library
Rodrigo Machado,1,2024-02-20 00:02:11,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-02-23 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-02-25 00:01:09,interaction,Library,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-03-03 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-04 00:01:02,movement,Classroom,,00:01:02,Moved from Library to Classroom
Rodrigo Machado,1,2024-03-04 00:02:11,interaction,Classroom,Book,00:01:09,Interacted with Book
Rodrigo Machado,1,2024-03-08 00:01:02,movement,Laboratory,,00:01:02,Moved from Classroom to Laboratory
Rodrigo Machado,1,2024-03-08 00:02:11,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Rodrigo Machado,1,2024-03-09 00:01:02,movement,Classroom,,00:01:02,Moved from Laboratory to Classroom
Rodrigo Machado,1,2024-03-09 00:02:11,interaction,Classroom,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-10 00:01:09,interaction,Classroom,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-15 00:01:02,movement,Auditorium,,00:01:02,Moved from Classroom to Auditorium
Rodrigo Machado,1,2024-03-15 00:02:11,interaction,Auditorium,Chair,00:01:09,Interacted with Chair
Rodrigo Machado,1,2024-03-16 00:01:09,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Rodrigo Machado,1,2024-03-17 00:01:02,movement,Laboratory,,00:01:02,Moved from Auditorium to Laboratory
Rodrigo Machado,1,2024-03-17 00:02:11,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-18 00:01:09,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Rodrigo Machado,1,2024-03-20 00:01:09,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-23 00:01:09,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-03-25 00:01:09,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Rodrigo Machado,1,2024-03-29 00:01:09,interaction,Laboratory,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-04-02 00:01:02,movement,Library,,00:01:02,Moved from Laboratory to Library
Rodrigo Machado,1,2024-04-02 00:02:11,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-04-03 00:01:09,interaction,Library,Computer,00:01:09,Interacted with Computer
Rodrigo Machado,1,2024-04-06 00:01:02,movement,Auditorium,,00:01:02,Moved from Library to Auditorium
Rodrigo Machado,1,2024-04-06 00:02:11,interaction,Auditorium,Chair,00:01:09,Interacted with Chair
Rodrigo Machado,1,2024-04-08 00:01:02,movement,Laboratory,,00:01:02,Moved from Auditorium to Laboratory
Rodrigo Machado,1,2024-04-08 00:02:11,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Rodrigo Machado,1,2024-04-09 00:01:09,interaction,Laboratory,Microscope,00:01:09,Interacted with Microscope
Raquel Pimenta,1,2024-01-02 00:03:50,movement,Library,,00:03:50,Moved to Library
Raquel Pimenta,1,2024-01-02 00:04:54,interaction,Library,Book,00:01:04,Interacted with Book
Raquel Pimenta,1,2024-01-02 00:05:58,interaction,Library,Book,00:01:04,Interacted with Book
Raquel Pimenta,1,2024-01-04 00:03:50,movement,Auditorium,,00:03:50,Moved from Library to Auditorium
Raquel Pimenta,1,2024-01-04 00:04:54,interaction,Auditorium,Chair,00:01:04,Interacted with Chair
Raquel Pimenta,1,2024-01-04 00:05:58,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Raquel Pimenta,1,2024-01-05 00:03:50,movement,Library,,00:03:50,Moved from Auditorium to Library
Raquel Pimenta,1,2024-01-05 00:04:54,interaction,Library,Book,00:01:04,Interacted with Book
Raquel Pimenta,1,2024-01-05 00:05:58,interaction,Library,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-08 00:03:50,movement,Auditorium,,00:03:50,Moved from Library to Auditorium
Raquel Pimenta,1,2024-01-08 00:04:54,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Raquel Pimenta,1,2024-01-08 00:08:44,movement,Laboratory,,00:03:50,Moved from Auditorium to Laboratory
Raquel Pimenta,1,2024-01-08 00:09:48,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-10 00:01:04,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-10 00:02:08,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-12 00:01:04,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-12 00:02:08,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-13 00:01:04,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-13 00:04:54,movement,Auditorium,,00:03:50,Moved from Laboratory to Auditorium
Raquel Pimenta,1,2024-01-13 00:05:58,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Raquel Pimenta,1,2024-01-14 00:03:50,movement,Laboratory,,00:03:50,Moved from Auditorium to Laboratory
Raquel Pimenta,1,2024-01-14 00:04:54,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-14 00:05:58,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-15 00:01:04,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-15 00:02:08,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-16 00:01:04,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-16 00:02:08,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-17 00:01:04,interaction,Laboratory,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-17 00:02:08,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-23 00:01:04,interaction,Laboratory,Microscope,00:01:04,Interacted with Microscope
Raquel Pimenta,1,2024-01-23 00:04:54,movement,Classroom,,00:03:50,Moved from Laboratory to Classroom
Raquel Pimenta,1,2024-01-23 00:05:58,interaction,Classroom,Book,00:01:04,Interacted with Book
Raquel Pimenta,1,2024-01-25 00:03:50,movement,Library,,00:03:50,Moved from Classroom to Library
Raquel Pimenta,1,2024-01-25 00:04:54,interaction,Library,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-25 00:05:58,interaction,Library,Book,00:01:04,Interacted with Book
Raquel Pimenta,1,2024-01-30 00:01:04,interaction,Library,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-30 00:04:54,movement,Classroom,,00:03:50,Moved from Library to Classroom
Raquel Pimenta,1,2024-01-30 00:05:58,interaction,Classroom,Computer,00:01:04,Interacted with Computer
Raquel Pimenta,1,2024-01-31 00:03:50,movement,Auditorium,,00:03:50,Moved from Classroom to Auditorium
Raquel Pimenta,1,2024-01-31 00:04:54,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Raquel Pimenta,1,2024-01-31 00:05:58,interaction,Auditorium,Chair,00:01:04,Interacted with Chair
Raquel Pimenta,1,2024-02-03 00:03:50,movement,Library,,00:03:50,Moved from Auditorium to Library
