username,engagement_level,timestamp,activity_type,room,object,duration,details
Alexandre da Luz,1,2024-02-11 00:04:46,movement,Classroom,,00:04:46,Moved from Auditorium to Classroom
Alexandre da Luz,1,2024-02-11 00:05:51,interaction,Classroom,Desk,00:01:05,Interacted with Desk
Alexandre da Luz,1,2024-02-13 00:02:25,movement,Café,,00:02:25,Moved from Classroom to Café
Alexandre da Luz,1,2024-02-13 00:02:59,interaction,Café,Chair2,00:00:34,Interacted with Chair2
Alexandre da Luz,1,2024-02-15 00:01:11,movement,Classroom,,00:01:11,Moved from Café to Classroom
Alexandre da Luz,1,2024-02-15 00:02:12,interaction,Classroom,Computer,00:01:01,Interacted with Computer
Alexandre da Luz,1,2024-02-16 00:02:51,movement,Café,,00:02:51,Moved from Classroom to Café
Alexandre da Luz,1,2024-02-16 00:03:56,interaction,Café,Student,00:01:05,Interacted with Student
Alexandre da Luz,1,2024-02-17 00:01:06,interaction,Café,Student,00:01:06,Interacted with Student
Alexandre da Luz,1,2024-02-21 00:01:14,interaction,Café,Chair2,00:01:14,Interacted with Chair2
Alexandre da Luz,1,2024-02-24 00:01:17,interaction,Café,Table,00:01:17,Interacted with Table
Alexandre da Luz,1,2024-02-29 00:01:01,movement,Classroom,,00:01:01,Moved from Café to Classroom
Alexandre da Luz,1,2024-02-29 00:02:21,interaction,Classroom,Desk,00:01:20,Interacted with Desk
Alexandre da Luz,1,2024-03-04 00:04:23,movement,Auditorium,,00:04:23,Moved from Classroom to Auditorium
Alexandre da Luz,1,2024-03-04 00:05:38,interaction,Auditorium,Screen,00:01:15,Interacted with Screen
Alexandre da Luz,1,2024-03-08 00:00:31,interaction,Auditorium,Hand,00:00:31,Interacted with Hand
Alexandre da Luz,1,2024-03-09 00:01:05,movement,Café,,00:01:05,Moved from Auditorium to Café
Alexandre da Luz,1,2024-03-09 00:01:50,interaction,Café,Chair2,00:00:45,Interacted with Chair2
Alexandre da Luz,1,2024-03-10 00:00:58,interaction,Café,Student,00:00:58,Interacted with Student
Alexandre da Luz,1,2024-03-11 00:01:50,movement,Classroom,,00:01:50,Moved from Café to Classroom
Alexandre da Luz,1,2024-03-11 00:02:54,interaction,Classroom,Book,00:01:04,Interacted with Book
Alexandre da Luz,1,2024-03-13 00:00:43,interaction,Classroom,Computer,00:00:43,Interacted with Computer
Alexandre da Luz,1,2024-03-14 00:01:04,interaction,Classroom,Book,00:01:04,Interacted with Book
Alexandre da Luz,1,2024-03-16 00:00:49,interaction,Classroom,Computer,00:00:49,Interacted with Computer
Alexandre da Luz,1,2024-03-18 00:00:58,interaction,Classroom,Book,00:00:58,Interacted with Book
Alexandre da Luz,1,2024-03-23 00:00:42,interaction,Classroom,Computer,00:00:42,Interacted with Computer
Alexandre da Luz,1,2024-03-24 00:00:36,interaction,Classroom,Computer,00:00:36,Interacted with Computer
Alexandre da Luz,1,2024-03-26 00:00:53,interaction,Classroom,Desk,00:00:53,Interacted with Desk
Alexandre da Luz,1,2024-03-27 00:03:04,movement,Café,,00:03:04,Moved from Classroom to Café
Alexandre da Luz,1,2024-03-27 00:03:44,interaction,Café,Chair2,00:00:40,Interacted with Chair2
Alexandre da Luz,1,2024-03-28 00:01:23,movement,Auditorium,,00:01:23,Moved from Café to Auditorium
Alexandre da Luz,1,2024-03-28 00:01:56,interaction,Auditorium,Chair1,00:00:33,Interacted with Chair1
Alexandre da Luz,1,2024-03-30 00:03:16,movement,Café,,00:03:16,Moved from Auditorium to Café
Alexandre da Luz,1,2024-03-30 00:04:20,interaction,Café,Chair2,00:01:04,Interacted with Chair2
Alexandre da Luz,1,2024-04-02 00:04:56,movement,Classroom,,00:04:56,Moved from Café to Classroom
Alexandre da Luz,1,2024-04-02 00:06:26,interaction,Classroom,Desk,00:01:30,Interacted with Desk
Alexandre da Luz,1,2024-04-04 00:01:25,movement,Café,,00:01:25,Moved from Classroom to Café
Alexandre da Luz,1,2024-04-04 00:02:50,interaction,Café,Table,00:01:25,Interacted with Table
Alexandre da Luz,1,2024-04-06 00:03:29,movement,Auditorium,,00:03:29,Moved from Café to Auditorium
Alexandre da Luz,1,2024-04-06 00:04:36,interaction,Auditorium,Chair1,00:01:07,Interacted with Chair1
Alexandre da Luz,1,2024-04-07 00:01:08,interaction,Auditorium,Chair1,00:01:08,Interacted with Chair1
Alexandre da Luz,1,2024-04-08 00:01:21,interaction,Auditorium,Hand,00:01:21,Interacted with Hand
Alexandre da Luz,1,2024-04-10 00:00:58,interaction,Auditorium,Hand,00:00:58,Interacted with Hand
Alexandre da Luz,1,2024-04-11 00:00:39,interaction,Auditorium,Chair1,00:00:39,Interacted with Chair1
Alexandre da Luz,1,2024-04-12 00:01:17,interaction,Auditorium,Chair1,00:01:17,Interacted with Chair1
Alexandre da Luz,1,2024-04-13 00:01:00,interaction,Auditorium,Chair1,00:01:00,Interacted with Chair1
Alexandre da Luz,1,2024-04-16 00:01:14,interaction,Auditorium,Chair1,00:01:14,Interacted with Chair1
Alexandre da Luz,1,2024-04-18 00:01:08,interaction,Auditorium,Chair1,00:01:08,Interacted with Chair1
Alexandre da Luz,1,2024-04-19 00:04:08,movement,Classroom,,00:04:08,Moved from Auditorium to Classroom
Alexandre da Luz,1,2024-04-19 00:05:03,interaction,Classroom,Book,00:00:55,Interacted with Book
Alexandre da Luz,1,2024-04-20 00:01:53,movement,Auditorium,,00:01:53,Moved from Classroom to Auditorium
Alexandre da Luz,1,2024-04-20 00:03:05,interaction,Auditorium,Screen,00:01:12,Interacted with Screen
Alexandre da Luz,1,2024-04-22 00:03:18,movement,Café,,00:03:18,Moved from Auditorium to Café
Alexandre da Luz,1,2024-04-22 00:03:57,interaction,Café,Student,00:00:39,Interacted with Student
Alexandre da Luz,1,2024-04-24 00:00:32,interaction,Café,Table,00:00:32,Interacted with Table
Alexandre da Luz,1,2024-04-27 00:01:07,movement,Classroom,,00:01:07,Moved from Café to Classroom
Alexandre da Luz,1,2024-04-27 00:01:48,interaction,Classroom,Book,00:00:41,Interacted with Book
Alexandre da Luz,1,2024-04-29 00:01:48,movement,Café,,00:01:48,Moved from Classroom to Café
Alexandre da Luz,1,2024-04-29 00:03:08,interaction,Café,Chair2,00:01:20,Interacted with Chair2
Alexandre da Luz,1,2024-04-30 00:00:31,interaction,Café,Student,00:00:31,Interacted with Student
Alexandre da Luz,1,2024-05-02 00:01:26,interaction,Café,Chair2,00:01:26,Interacted with Chair2
Alexandre da Luz,1,2024-05-04 00:04:03,movement,Auditorium,,00:04:03,Moved from Café to Auditorium
Alexandre da Luz,1,2024-05-04 00:05:07,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Alexandre da Luz,1,2024-05-05 00:01:27,interaction,Auditorium,Screen,00:01:27,Interacted with Screen
Alexandre da Luz,1,2024-05-06 00:04:59,movement,Classroom,,00:04:59,Moved from Auditorium to Classroom
Alexandre da Luz,1,2024-05-06 00:05:46,interaction,Classroom,Desk,00:00:47,Interacted with Desk
Alexandre da Luz,1,2024-05-08 00:01:01,interaction,Classroom,Book,00:01:01,Interacted with Book
Alexandre da Luz,1,2024-05-10 00:00:33,interaction,Classroom,Desk,00:00:33,Interacted with Desk
Alexandre da Luz,1,2024-05-11 00:01:04,movement,Café,,00:01:04,Moved from Classroom to Café
Alexandre da Luz,1,2024-05-11 00:02:34,interaction,Café,Chair2,00:01:30,Interacted with Chair2
Alexandre da Luz,1,2024-05-14 00:02:01,movement,Auditorium,,00:02:01,Moved from Café to Auditorium
Alexandre da Luz,1,2024-05-14 00:02:35,interaction,Auditorium,Hand,00:00:34,Interacted with Hand
Alexandre da Luz,1,2024-05-17 00:03:59,movement,Café,,00:03:59,Moved from Auditorium to Café
Alexandre da Luz,1,2024-05-17 00:04:39,interaction,Café,Table,00:00:40,Interacted with Table
Alexandre da Luz,1,2024-05-18 00:01:01,interaction,Café,Student,00:01:01,Interacted with Student
Alexandre da Luz,1,2024-05-22 00:01:31,movement,Classroom,,00:01:31,Moved from Café to Classroom
Alexandre da Luz,1,2024-05-22 00:02:19,interaction,Classroom,Desk,00:00:48,Interacted with Desk
Alexandre da Luz,1,2024-05-23 00:04:38,movement,Café,,00:04:38,Moved from Classroom to Café
Alexandre da Luz,1,2024-05-23 00:05:32,interaction,Café,Student,00:00:54,Interacted with Student
Alexandre da Luz,1,2024-05-24 00:00:31,interaction,Café,Student,00:00:31,Interacted with Student
Alexandre da Luz,1,2024-05-25 00:01:02,interaction,Café,Student,00:01:02,Interacted with Student
Alexandre da Luz,1,2024-05-26 00:00:35,interaction,Café,Chair2,00:00:35,Interacted with Chair2
Alexandre da Luz,1,2024-05-27 00:03:40,movement,Auditorium,,00:03:40,Moved from Café to Auditorium
Alexandre da Luz,1,2024-05-27 00:04:44,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Alexandre da Luz,1,2024-05-30 00:02:17,movement,Café,,00:02:17,Moved from Auditorium to Café
Alexandre da Luz,1,2024-05-30 00:03:21,interaction,Café,Table,00:01:04,Interacted with Table
Alexandre da Luz,1,2024-05-31 00:03:34,movement,Auditorium,,00:03:34,Moved from Café to Auditorium
Alexandre da Luz,1,2024-05-31 00:04:26,interaction,Auditorium,Hand,00:00:52,Interacted with Hand
Alexandre da Luz,1,2024-06-02 00:04:52,movement,Café,,00:04:52,Moved from Auditorium to Café
Alexandre da Luz,1,2024-06-02 00:05:30,interaction,Café,Chair2,00:00:38,Interacted with Chair2
Alexandre da Luz,1,2024-06-05 00:00:50,interaction,Café,Student,00:00:50,Interacted with Student
Alexandre da Luz,1,2024-06-09 00:02:24,movement,Auditorium,,00:02:24,Moved from Café to Auditorium
Alexandre da Luz,1,2024-06-09 00:03:35,interaction,Auditorium,Screen,00:01:11,Interacted with Screen
Alexandre da Luz,1,2024-06-12 00:00:52,interaction,Auditorium,Screen,00:00:52,Interacted with Screen
Alexandre da Luz,1,2024-06-13 00:00:55,interaction,Auditorium,Chair1,00:00:55,Interacted with Chair1
Alexandre da Luz,1,2024-06-16 00:03:03,movement,Classroom,,00:03:03,Moved from Auditorium to Classroom
Alexandre da Luz,1,2024-06-16 00:04:33,interaction,Classroom,Desk,00:01:30,Interacted with Desk
Alexandre da Luz,1,2024-06-18 00:02:01,movement,Auditorium,,00:02:01,Moved from Classroom to Auditorium
Alexandre da Luz,1,2024-06-18 00:02:48,interaction,Auditorium,Screen,00:00:47,Interacted with Screen
Alexandre da Luz,1,2024-06-20 00:01:48,movement,Café,,00:01:48,Moved from Auditorium to Café
Alexandre da Luz,1,2024-06-20 00:03:03,interaction,Café,Table,00:01:15,Interacted with Table
Alexandre da Luz,1,2024-06-28 00:01:30,interaction,Café,Student,00:01:30,Interacted with Student
Alexandre da Luz,1,2024-06-29 00:04:22,movement,Auditorium,,00:04:22,Moved from Café to Auditorium
Alexandre da Luz,1,2024-06-29 00:04:55,interaction,Auditorium,Screen,00:00:33,Interacted with Screen
Alexandre da Luz,1,2024-07-04 00:03:10,movement,Café,,00:03:10,Moved from Auditorium to Café
Alexandre da Luz,1,2024-07-04 00:04:36,interaction,Café,Student,00:01:26,Interacted with Student
Alexandre da Luz,1,2024-07-05 00:00:55,interaction,Café,Chair2,00:00:55,Interacted with Chair2
Alexandre da Luz,1,2024-07-06 00:04:20,movement,Classroom,,00:04:20,Moved from Café to Classroom
Alexandre da Luz,1,2024-07-06 00:04:55,interaction,Classroom,Desk,00:00:35,Interacted with Desk
Alexandre da Luz,1,2024-07-09 00:04:47,movement,Auditorium,,00:04:47,Moved from Classroom to Auditorium
Alexandre da Luz,1,2024-07-09 00:05:37,interaction,Auditorium,Hand,00:00:50,Interacted with Hand
Alexandre da Luz,1,2024-07-10 00:01:23,movement,Café,,00:01:23,Moved from Auditorium to Café
Alexandre da Luz,1,2024-07-10 00:02:45,interaction,Café,Chair2,00:01:22,Interacted with Chair2
Alexandre da Luz,1,2024-07-11 00:02:19,movement,Classroom,,00:02:19,Moved from Café to Classroom
Alexandre da Luz,1,2024-07-11 00:03:17,interaction,Classroom,Desk,00:00:58,Interacted with Desk
Alexandre da Luz,1,2024-07-12 00:02:06,movement,Auditorium,,00:02:06,Moved from Classroom to Auditorium
Alexandre da Luz,1,2024-07-12 00:02:44,interaction,Auditorium,Chair1,00:00:38,Interacted with Chair1
Alexandre da Luz,1,2024-07-13 00:00:35,interaction,Auditorium,Hand,00:00:35,Interacted with Hand
Alexandre da Luz,1,2024-07-16 00:02:42,movement,Café,,00:02:42,Moved from Auditorium to Café
Alexandre da Luz,1,2024-07-16 00:04:08,interaction,Café,Table,00:01:26,Interacted with Table
Isabelly Gonçalves,1,2024-01-01 00:02:34,movement,Café,,00:02:34,Moved to Café
Isabelly Gonçalves,1,2024-01-01 00:04:01,interaction,Café,Chair2,00:01:27,Interacted with Chair2
Isabelly Gonçalves,1,2024-01-01 00:06:56,movement,Auditorium,,00:02:55,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-01-01 00:07:31,interaction,Auditorium,Hand,00:00:35,Interacted with Hand
Isabelly Gonçalves,1,2024-01-02 00:04:55,movement,Classroom,,00:04:55,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-01-02 00:05:27,interaction,Classroom,Desk,00:00:32,Interacted with Desk
Isabelly Gonçalves,1,2024-01-02 00:09:27,movement,Café,,00:04:00,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-01-02 00:10:35,interaction,Café,Student,00:01:08,Interacted with Student
Isabelly Gonçalves,1,2024-01-10 00:01:25,movement,Auditorium,,00:01:25,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-01-10 00:01:58,interaction,Auditorium,Screen,00:00:33,Interacted with Screen
Isabelly Gonçalves,1,2024-01-10 00:02:42,interaction,Auditorium,Hand,00:00:44,Interacted with Hand
Isabelly Gonçalves,1,2024-01-11 00:01:06,interaction,Auditorium,Chair1,00:01:06,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-11 00:01:49,interaction,Auditorium,Hand,00:00:43,Interacted with Hand
Isabelly Gonçalves,1,2024-01-13 00:01:30,interaction,Auditorium,Hand,00:01:30,Interacted with Hand
Isabelly Gonçalves,1,2024-01-13 00:02:29,interaction,Auditorium,Hand,00:00:59,Interacted with Hand
Isabelly Gonçalves,1,2024-01-14 00:01:00,interaction,Auditorium,Hand,00:01:00,Interacted with Hand
Isabelly Gonçalves,1,2024-01-14 00:04:51,movement,Classroom,,00:03:51,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-01-14 00:05:54,interaction,Classroom,Computer,00:01:03,Interacted with Computer
Isabelly Gonçalves,1,2024-01-15 00:01:06,interaction,Classroom,Desk,00:01:06,Interacted with Desk
Isabelly Gonçalves,1,2024-01-15 00:01:56,interaction,Classroom,Computer,00:00:50,Interacted with Computer
Isabelly Gonçalves,1,2024-01-17 00:00:37,interaction,Classroom,Desk,00:00:37,Interacted with Desk
Isabelly Gonçalves,1,2024-01-17 00:03:10,movement,Auditorium,,00:02:33,Moved from Classroom to Auditorium
Isabelly Gonçalves,1,2024-01-17 00:04:24,interaction,Auditorium,Chair1,00:01:14,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-18 00:00:43,interaction,Auditorium,Chair1,00:00:43,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-18 00:02:00,movement,Café,,00:01:17,Moved from Auditorium to Café
Isabelly Gonçalves,1,2024-01-18 00:03:08,interaction,Café,Chair2,00:01:08,Interacted with Chair2
Isabelly Gonçalves,1,2024-01-20 00:02:14,movement,Auditorium,,00:02:14,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-01-20 00:03:26,interaction,Auditorium,Hand,00:01:12,Interacted with Hand
Isabelly Gonçalves,1,2024-01-20 00:03:59,interaction,Auditorium,Chair1,00:00:33,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-21 00:01:40,movement,Café,,00:01:40,Moved from Auditorium to Café
Isabelly Gonçalves,1,2024-01-21 00:03:05,interaction,Café,Student,00:01:25,Interacted with Student
Isabelly Gonçalves,1,2024-01-21 00:04:29,movement,Auditorium,,00:01:24,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-01-21 00:05:29,interaction,Auditorium,Screen,00:01:00,Interacted with Screen
Isabelly Gonçalves,1,2024-01-23 00:00:47,interaction,Auditorium,Hand,00:00:47,Interacted with Hand
Isabelly Gonçalves,1,2024-01-23 00:03:35,movement,Classroom,,00:02:48,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-01-23 00:04:17,interaction,Classroom,Computer,00:00:42,Interacted with Computer
Isabelly Gonçalves,1,2024-01-25 00:01:26,interaction,Classroom,Computer,00:01:26,Interacted with Computer
Isabelly Gonçalves,1,2024-01-25 00:03:00,movement,Auditorium,,00:01:34,Moved from Classroom to Auditorium
Isabelly Gonçalves,1,2024-01-25 00:03:36,interaction,Auditorium,Screen,00:00:36,Interacted with Screen
Isabelly Gonçalves,1,2024-01-26 00:01:20,interaction,Auditorium,Chair1,00:01:20,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-26 00:02:37,interaction,Auditorium,Chair1,00:01:17,Interacted with Chair1
Isabelly Gonçalves,1,2024-01-29 00:01:00,interaction,Auditorium,Screen,00:01:00,Interacted with Screen
Isabelly Gonçalves,1,2024-01-29 00:02:28,movement,Classroom,,00:01:28,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-01-29 00:03:41,interaction,Classroom,Book,00:01:13,Interacted with Book
Isabelly Gonçalves,1,2024-01-30 00:01:40,movement,Café,,00:01:40,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-01-30 00:02:36,interaction,Café,Chair2,00:00:56,Interacted with Chair2
Isabelly Gonçalves,1,2024-01-30 00:04:23,movement,Auditorium,,00:01:47,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-01-30 00:04:59,interaction,Auditorium,Screen,00:00:36,Interacted with Screen
Isabelly Gonçalves,1,2024-02-02 00:01:21,interaction,Auditorium,Hand,00:01:21,Interacted with Hand
Isabelly Gonçalves,1,2024-02-02 00:04:47,movement,Classroom,,00:03:26,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-02-02 00:05:59,interaction,Classroom,Book,00:01:12,Interacted with Book
Isabelly Gonçalves,1,2024-02-04 00:02:24,movement,Café,,00:02:24,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-02-04 00:03:34,interaction,Café,Student,00:01:10,Interacted with Student
Isabelly Gonçalves,1,2024-02-04 00:08:08,movement,Classroom,,00:04:34,Moved from Café to Classroom
Isabelly Gonçalves,1,2024-02-04 00:09:27,interaction,Classroom,Desk,00:01:19,Interacted with Desk
Isabelly Gonçalves,1,2024-02-06 00:01:16,interaction,Classroom,Computer,00:01:16,Interacted with Computer
Isabelly Gonçalves,1,2024-02-06 00:04:40,movement,Café,,00:03:24,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-02-06 00:05:36,interaction,Café,Student,00:00:56,Interacted with Student
Isabelly Gonçalves,1,2024-02-08 00:00:30,interaction,Café,Table,00:00:30,Interacted with Table
Isabelly Gonçalves,1,2024-02-08 00:01:26,interaction,Café,Table,00:00:56,Interacted with Table
Isabelly Gonçalves,1,2024-02-09 00:02:23,movement,Classroom,,00:02:23,Moved from Café to Classroom
Isabelly Gonçalves,1,2024-02-09 00:03:30,interaction,Classroom,Computer,00:01:07,Interacted with Computer
Isabelly Gonçalves,1,2024-02-09 00:05:11,movement,Café,,00:01:41,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-02-09 00:06:31,interaction,Café,Chair2,00:01:20,Interacted with Chair2
Isabelly Gonçalves,1,2024-02-11 00:00:48,interaction,Café,Chair2,00:00:48,Interacted with Chair2
Isabelly Gonçalves,1,2024-02-11 00:01:49,interaction,Café,Table,00:01:01,Interacted with Table
Isabelly Gonçalves,1,2024-02-13 00:00:56,interaction,Café,Table,00:00:56,Interacted with Table
Isabelly Gonçalves,1,2024-02-13 00:02:01,movement,Classroom,,00:01:05,Moved from Café to Classroom
Isabelly Gonçalves,1,2024-02-13 00:02:56,interaction,Classroom,Desk,00:00:55,Interacted with Desk
Isabelly Gonçalves,1,2024-02-15 00:00:52,interaction,Classroom,Computer,00:00:52,Interacted with Computer
Isabelly Gonçalves,1,2024-02-15 00:02:21,interaction,Classroom,Book,00:01:29,Interacted with Book
Isabelly Gonçalves,1,2024-02-16 00:00:42,interaction,Classroom,Computer,00:00:42,Interacted with Computer
Isabelly Gonçalves,1,2024-02-16 00:02:45,movement,Café,,00:02:03,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-02-16 00:04:15,interaction,Café,Table,00:01:30,Interacted with Table
Isabelly Gonçalves,1,2024-02-19 00:00:57,interaction,Café,Student,00:00:57,Interacted with Student
Isabelly Gonçalves,1,2024-02-19 00:03:26,movement,Auditorium,,00:02:29,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-02-19 00:04:49,interaction,Auditorium,Hand,00:01:23,Interacted with Hand
Isabelly Gonçalves,1,2024-02-20 00:02:15,movement,Café,,00:02:15,Moved from Auditorium to Café
Isabelly Gonçalves,1,2024-02-20 00:03:42,interaction,Café,Student,00:01:27,Interacted with Student
Isabelly Gonçalves,1,2024-02-20 00:04:31,interaction,Café,Table,00:00:49,Interacted with Table
Isabelly Gonçalves,1,2024-02-22 00:02:33,movement,Classroom,,00:02:33,Moved from Café to Classroom
Isabelly Gonçalves,1,2024-02-22 00:03:30,interaction,Classroom,Book,00:00:57,Interacted with Book
Isabelly Gonçalves,1,2024-02-22 00:04:06,interaction,Classroom,Computer,00:00:36,Interacted with Computer
Isabelly Gonçalves,1,2024-02-23 00:01:08,interaction,Classroom,Desk,00:01:08,Interacted with Desk
Isabelly Gonçalves,1,2024-02-23 00:02:03,interaction,Classroom,Desk,00:00:55,Interacted with Desk
Isabelly Gonçalves,1,2024-02-24 00:01:27,interaction,Classroom,Desk,00:01:27,Interacted with Desk
Isabelly Gonçalves,1,2024-02-24 00:04:37,movement,Café,,00:03:10,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-02-24 00:05:36,interaction,Café,Chair2,00:00:59,Interacted with Chair2
Isabelly Gonçalves,1,2024-02-26 00:01:21,movement,Auditorium,,00:01:21,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-02-26 00:02:48,interaction,Auditorium,Screen,00:01:27,Interacted with Screen
Isabelly Gonçalves,1,2024-02-26 00:07:09,movement,Café,,00:04:21,Moved from Auditorium to Café
Isabelly Gonçalves,1,2024-02-26 00:08:34,interaction,Café,Student,00:01:25,Interacted with Student
Isabelly Gonçalves,1,2024-03-01 00:04:38,movement,Auditorium,,00:04:38,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-03-01 00:05:53,interaction,Auditorium,Chair1,00:01:15,Interacted with Chair1
Isabelly Gonçalves,1,2024-03-01 00:10:46,movement,Café,,00:04:53,Moved from Auditorium to Café
Isabelly Gonçalves,1,2024-03-01 00:12:06,interaction,Café,Student,00:01:20,Interacted with Student
Isabelly Gonçalves,1,2024-03-05 00:03:17,movement,Auditorium,,00:03:17,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-03-05 00:04:26,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
Isabelly Gonçalves,1,2024-03-05 00:08:21,movement,Classroom,,00:03:55,Moved from Auditorium to Classroom
Isabelly Gonçalves,1,2024-03-05 00:09:11,interaction,Classroom,Book,00:00:50,Interacted with Book
Isabelly Gonçalves,1,2024-03-06 00:04:33,movement,Café,,00:04:33,Moved from Classroom to Café
Isabelly Gonçalves,1,2024-03-06 00:05:53,interaction,Café,Student,00:01:20,Interacted with Student
Isabelly Gonçalves,1,2024-03-06 00:07:15,movement,Auditorium,,00:01:22,Moved from Café to Auditorium
Isabelly Gonçalves,1,2024-03-06 00:08:23,interaction,Auditorium,Screen,00:01:08,Interacted with Screen
Isabelly Gonçalves,1,2024-03-09 00:00:41,interaction,Auditorium,Hand,00:00:41,Interacted with Hand
Isabelly Gonçalves,1,2024-03-09 00:01:58,interaction,Auditorium,Chair1,00:01:17,Interacted with Chair1
Isabelly Gonçalves,1,2024-03-11 00:00:39,interaction,Auditorium,Screen,00:00:39,Interacted with Screen
Isabelly Gonçalves,1,2024-03-11 00:04:56,movement,Classroom,,00:04:17,Moved from Auditorium to Classroom
