username,engagement_level,timestamp,activity_type,room,object,duration,details
João Vitor Sousa,1,2024-02-25 00:04:58,movement,Classroom,,00:04:58,Moved from Café to Classroom
João Vitor Sousa,1,2024-02-25 00:05:43,interaction,Classroom,Computer,00:00:45,Interacted with Computer
João Vitor Sousa,1,2024-02-27 00:04:59,movement,Auditorium,,00:04:59,Moved from Classroom to Auditorium
João Vitor Sousa,1,2024-02-27 00:06:08,interaction,Auditorium,Hand,00:01:09,Interacted with Hand
João Vitor Sousa,1,2024-02-29 00:01:11,movement,Café,,00:01:11,Moved from Auditorium to Café
João Vitor Sousa,1,2024-02-29 00:02:01,interaction,Café,Student,00:00:50,Interacted with Student
João Vitor Sousa,1,2024-03-02 00:00:54,interaction,Café,Student,00:00:54,Interacted with Student
João Vitor Sousa,1,2024-03-04 00:00:30,interaction,Café,Student,00:00:30,Interacted with Student
João Vitor Sousa,1,2024-03-06 00:03:58,movement,Auditorium,,00:03:58,Moved from Café to Auditorium
João Vitor Sousa,1,2024-03-06 00:05:10,interaction,Auditorium,Chair1,00:01:12,Interacted with Chair1
João Vitor Sousa,1,2024-03-10 00:03:40,movement,Café,,00:03:40,Moved from Auditorium to Café
João Vitor Sousa,1,2024-03-10 00:04:11,interaction,Café,Chair2,00:00:31,Interacted with Chair2
João Vitor Sousa,1,2024-03-12 00:01:21,interaction,Café,Student,00:01:21,Interacted with Student
João Vitor Sousa,1,2024-03-17 00:00:52,interaction,Café,Chair2,00:00:52,Interacted with Chair2
João Vitor Sousa,1,2024-03-19 00:02:40,movement,Auditorium,,00:02:40,Moved from Café to Auditorium
João Vitor Sousa,1,2024-03-19 00:03:42,interaction,Auditorium,Hand,00:01:02,Interacted with Hand
João Vitor Sousa,1,2024-03-23 00:02:07,movement,Café,,00:02:07,Moved from Auditorium to Café
João Vitor Sousa,1,2024-03-23 00:03:24,interaction,Café,Student,00:01:17,Interacted with Student
João Vitor Sousa,1,2024-03-24 00:01:09,interaction,Café,Chair2,00:01:09,Interacted with Chair2
João Vitor Sousa,1,2024-03-27 00:04:41,movement,Classroom,,00:04:41,Moved from Café to Classroom
João Vitor Sousa,1,2024-03-27 00:06:05,interaction,Classroom,Computer,00:01:24,Interacted with Computer
João Vitor Sousa,1,2024-03-28 00:01:07,interaction,Classroom,Book,00:01:07,Interacted with Book
João Vitor Sousa,1,2024-03-31 00:03:58,movement,Auditorium,,00:03:58,Moved from Classroom to Auditorium
João Vitor Sousa,1,2024-03-31 00:05:07,interaction,Auditorium,Screen,00:01:09,Interacted with Screen
João Vitor Sousa,1,2024-04-01 00:00:38,interaction,Auditorium,Hand,00:00:38,Interacted with Hand
João Vitor Sousa,1,2024-04-04 00:01:01,interaction,Auditorium,Hand,00:01:01,Interacted with Hand
João Vitor Sousa,1,2024-04-05 00:02:19,movement,Café,,00:02:19,Moved from Auditorium to Café
João Vitor Sousa,1,2024-04-05 00:03:12,interaction,Café,Student,00:00:53,Interacted with Student
João Vitor Sousa,1,2024-04-07 00:00:51,interaction,Café,Student,00:00:51,Interacted with Student
João Vitor Sousa,1,2024-04-08 00:04:34,movement,Auditorium,,00:04:34,Moved from Café to Auditorium
João Vitor Sousa,1,2024-04-08 00:05:33,interaction,Auditorium,Chair1,00:00:59,Interacted with Chair1
Davi das Neves,1,2024-01-03 00:01:02,movement,Auditorium,,00:01:02,Moved to Auditorium
Davi das Neves,1,2024-01-03 00:02:08,interaction,Auditorium,Hand,00:01:06,Interacted with Hand
Davi das Neves,1,2024-01-03 00:05:05,movement,Café,,00:02:57,Moved from Auditorium to Café
Davi das Neves,1,2024-01-03 00:05:46,interaction,Café,Student,00:00:41,Interacted with Student
Davi das Neves,1,2024-01-03 00:06:54,interaction,Café,Table,00:01:08,Interacted with Table
Davi das Neves,1,2024-01-06 00:00:54,interaction,Café,Chair2,00:00:54,Interacted with Chair2
Davi das Neves,1,2024-01-06 00:01:24,interaction,Café,Student,00:00:30,Interacted with Student
Davi das Neves,1,2024-01-06 00:02:38,movement,Classroom,,00:01:14,Moved from Café to Classroom
Davi das Neves,1,2024-01-06 00:03:21,interaction,Classroom,Computer,00:00:43,Interacted with Computer
Davi das Neves,1,2024-01-08 00:01:22,interaction,Classroom,Desk,00:01:22,Interacted with Desk
Davi das Neves,1,2024-01-08 00:02:34,interaction,Classroom,Computer,00:01:12,Interacted with Computer
Davi das Neves,1,2024-01-08 00:03:47,movement,Auditorium,,00:01:13,Moved from Classroom to Auditorium
Davi das Neves,1,2024-01-08 00:05:14,interaction,Auditorium,Screen,00:01:27,Interacted with Screen
Davi das Neves,1,2024-01-14 00:02:04,movement,Café,,00:02:04,Moved from Auditorium to Café
Davi das Neves,1,2024-01-14 00:03:06,interaction,Café,Chair2,00:01:02,Interacted with Chair2
Davi das Neves,1,2024-01-14 00:04:04,interaction,Café,Student,00:00:58,Interacted with Student
Davi das Neves,1,2024-01-14 00:04:51,interaction,Café,Student,00:00:47,Interacted with Student
Davi das Neves,1,2024-01-15 00:01:29,interaction,Café,Table,00:01:29,Interacted with Table
Davi das Neves,1,2024-01-15 00:02:29,interaction,Café,Table,00:01:00,Interacted with Table
Davi das Neves,1,2024-01-15 00:03:19,interaction,Café,Table,00:00:50,Interacted with Table
Davi das Neves,1,2024-01-16 00:03:37,movement,Classroom,,00:03:37,Moved from Café to Classroom
Davi das Neves,1,2024-01-16 00:04:34,interaction,Classroom,Computer,00:00:57,Interacted with Computer
Davi das Neves,1,2024-01-16 00:05:19,interaction,Classroom,Book,00:00:45,Interacted with Book
Davi das Neves,1,2024-01-16 00:09:57,movement,Auditorium,,00:04:38,Moved from Classroom to Auditorium
Davi das Neves,1,2024-01-16 00:10:37,interaction,Auditorium,Hand,00:00:40,Interacted with Hand
Davi das Neves,1,2024-01-17 00:00:47,interaction,Auditorium,Hand,00:00:47,Interacted with Hand
Davi das Neves,1,2024-01-17 00:01:39,interaction,Auditorium,Screen,00:00:52,Interacted with Screen
Davi das Neves,1,2024-01-17 00:02:29,interaction,Auditorium,Chair1,00:00:50,Interacted with Chair1
Davi das Neves,1,2024-01-20 00:01:22,interaction,Auditorium,Chair1,00:01:22,Interacted with Chair1
Davi das Neves,1,2024-01-20 00:02:07,interaction,Auditorium,Hand,00:00:45,Interacted with Hand
Davi das Neves,1,2024-01-20 00:03:06,interaction,Auditorium,Hand,00:00:59,Interacted with Hand
Davi das Neves,1,2024-01-22 00:02:22,movement,Classroom,,00:02:22,Moved from Auditorium to Classroom
Davi das Neves,1,2024-01-22 00:03:42,interaction,Classroom,Computer,00:01:20,Interacted with Computer
Davi das Neves,1,2024-01-22 00:05:30,movement,Auditorium,,00:01:48,Moved from Classroom to Auditorium
Davi das Neves,1,2024-01-22 00:06:56,interaction,Auditorium,Screen,00:01:26,Interacted with Screen
Davi das Neves,1,2024-01-22 00:10:10,movement,Classroom,,00:03:14,Moved from Auditorium to Classroom
Davi das Neves,1,2024-01-22 00:11:01,interaction,Classroom,Computer,00:00:51,Interacted with Computer
Davi das Neves,1,2024-01-23 00:01:09,interaction,Classroom,Book,00:01:09,Interacted with Book
Davi das Neves,1,2024-01-23 00:02:36,movement,Auditorium,,00:01:27,Moved from Classroom to Auditorium
Davi das Neves,1,2024-01-23 00:03:48,interaction,Auditorium,Hand,00:01:12,Interacted with Hand
Davi das Neves,1,2024-01-23 00:05:13,interaction,Auditorium,Screen,00:01:25,Interacted with Screen
Davi das Neves,1,2024-01-25 00:01:20,interaction,Auditorium,Screen,00:01:20,Interacted with Screen
Davi das Neves,1,2024-01-25 00:05:07,movement,Café,,00:03:47,Moved from Auditorium to Café
Davi das Neves,1,2024-01-25 00:06:28,interaction,Café,Student,00:01:21,Interacted with Student
Davi das Neves,1,2024-01-25 00:08:33,movement,Classroom,,00:02:05,Moved from Café to Classroom
Davi das Neves,1,2024-01-25 00:09:33,interaction,Classroom,Desk,00:01:00,Interacted with Desk
Davi das Neves,1,2024-01-26 00:03:15,movement,Café,,00:03:15,Moved from Classroom to Café
Davi das Neves,1,2024-01-26 00:04:00,interaction,Café,Table,00:00:45,Interacted with Table
Davi das Neves,1,2024-01-26 00:07:51,movement,Classroom,,00:03:51,Moved from Café to Classroom
Davi das Neves,1,2024-01-26 00:08:53,interaction,Classroom,Book,00:01:02,Interacted with Book
Davi das Neves,1,2024-01-26 00:11:25,movement,Café,,00:02:32,Moved from Classroom to Café
Davi das Neves,1,2024-01-26 00:12:05,interaction,Café,Student,00:00:40,Interacted with Student
Davi das Neves,1,2024-01-27 00:00:56,interaction,Café,Chair2,00:00:56,Interacted with Chair2
Davi das Neves,1,2024-01-27 00:05:50,movement,Auditorium,,00:04:54,Moved from Café to Auditorium
Davi das Neves,1,2024-01-27 00:06:26,interaction,Auditorium,Chair1,00:00:36,Interacted with Chair1
Davi das Neves,1,2024-01-27 00:07:13,interaction,Auditorium,Chair1,00:00:47,Interacted with Chair1
Davi das Neves,1,2024-01-28 00:03:59,movement,Café,,00:03:59,Moved from Auditorium to Café
Davi das Neves,1,2024-01-28 00:04:50,interaction,Café,Table,00:00:51,Interacted with Table
Davi das Neves,1,2024-01-28 00:05:59,interaction,Café,Chair2,00:01:09,Interacted with Chair2
Davi das Neves,1,2024-01-28 00:08:04,movement,Classroom,,00:02:05,Moved from Café to Classroom
Davi das Neves,1,2024-01-28 00:09:28,interaction,Classroom,Desk,00:01:24,Interacted with Desk
Davi das Neves,1,2024-01-29 00:00:52,interaction,Classroom,Computer,00:00:52,Interacted with Computer
Davi das Neves,1,2024-01-29 00:04:41,movement,Auditorium,,00:03:49,Moved from Classroom to Auditorium
Davi das Neves,1,2024-01-29 00:06:04,interaction,Auditorium,Chair1,00:01:23,Interacted with Chair1
Davi das Neves,1,2024-01-29 00:06:52,interaction,Auditorium,Screen,00:00:48,Interacted with Screen
Davi das Neves,1,2024-01-30 00:01:05,interaction,Auditorium,Chair1,00:01:05,Interacted with Chair1
Davi das Neves,1,2024-01-30 00:02:32,interaction,Auditorium,Chair1,00:01:27,Interacted with Chair1
Davi das Neves,1,2024-01-30 00:04:49,movement,Café,,00:02:17,Moved from Auditorium to Café
Davi das Neves,1,2024-01-30 00:05:59,interaction,Café,Table,00:01:10,Interacted with Table
Davi das Neves,1,2024-02-01 00:01:07,movement,Classroom,,00:01:07,Moved from Café to Classroom
Davi das Neves,1,2024-02-01 00:02:13,interaction,Classroom,Desk,00:01:06,Interacted with Desk
Davi das Neves,1,2024-02-01 00:05:34,movement,Auditorium,,00:03:21,Moved from Classroom to Auditorium
Davi das Neves,1,2024-02-01 00:06:12,interaction,Auditorium,Hand,00:00:38,Interacted with Hand
Davi das Neves,1,2024-02-01 00:07:31,interaction,Auditorium,Hand,00:01:19,Interacted with Hand
Davi das Neves,1,2024-02-02 00:03:55,movement,Café,,00:03:55,Moved from Auditorium to Café
Davi das Neves,1,2024-02-02 00:05:16,interaction,Café,Table,00:01:21,Interacted with Table
Davi das Neves,1,2024-02-02 00:08:00,movement,Classroom,,00:02:44,Moved from Café to Classroom
Davi das Neves,1,2024-02-02 00:09:01,interaction,Classroom,Computer,00:01:01,Interacted with Computer
Davi das Neves,1,2024-02-02 00:10:16,interaction,Classroom,Desk,00:01:15,Interacted with Desk
Davi das Neves,1,2024-02-05 00:03:50,movement,Café,,00:03:50,Moved from Classroom to Café
Davi das Neves,1,2024-02-05 00:05:16,interaction,Café,Chair2,00:01:26,Interacted with Chair2
Davi das Neves,1,2024-02-05 00:06:37,interaction,Café,Student,00:01:21,Interacted with Student
Davi das Neves,1,2024-02-05 00:07:17,interaction,Café,Table,00:00:40,Interacted with Table
Davi das Neves,1,2024-02-06 00:04:03,movement,Classroom,,00:04:03,Moved from Café to Classroom
Davi das Neves,1,2024-02-06 00:04:48,interaction,Classroom,Desk,00:00:45,Interacted with Desk
Davi das Neves,1,2024-02-06 00:05:57,movement,Auditorium,,00:01:09,Moved from Classroom to Auditorium
Davi das Neves,1,2024-02-06 00:07:04,interaction,Auditorium,Screen,00:01:07,Interacted with Screen
Davi das Neves,1,2024-02-06 00:08:09,interaction,Auditorium,Chair1,00:01:05,Interacted with Chair1
Davi das Neves,1,2024-02-07 00:01:18,interaction,Auditorium,Hand,00:01:18,Interacted with Hand
Davi das Neves,1,2024-02-07 00:02:22,interaction,Auditorium,Screen,00:01:04,Interacted with Screen
Davi das Neves,1,2024-02-07 00:07:12,movement,Classroom,,00:04:50,Moved from Auditorium to Classroom
Davi das Neves,1,2024-02-07 00:08:40,interaction,Classroom,Computer,00:01:28,Interacted with Computer
Davi das Neves,1,2024-02-08 00:01:16,interaction,Classroom,Book,00:01:16,Interacted with Book
Davi das Neves,1,2024-02-08 00:02:12,interaction,Classroom,Book,00:00:56,Interacted with Book
Davi das Neves,1,2024-02-08 00:03:32,interaction,Classroom,Book,00:01:20,Interacted with Book
Davi das Neves,1,2024-02-09 00:03:06,movement,Auditorium,,00:03:06,Moved from Classroom to Auditorium
Davi das Neves,1,2024-02-09 00:04:03,interaction,Auditorium,Chair1,00:00:57,Interacted with Chair1
Davi das Neves,1,2024-02-09 00:04:35,interaction,Auditorium,Screen,00:00:32,Interacted with Screen
Davi das Neves,1,2024-02-09 00:06:45,movement,Classroom,,00:02:10,Moved from Auditorium to Classroom
Davi das Neves,1,2024-02-09 00:07:38,interaction,Classroom,Computer,00:00:53,Interacted with Computer
Davi das Neves,1,2024-02-10 00:01:28,interaction,Classroom,Book,00:01:28,Interacted with Book
Davi das Neves,1,2024-02-10 00:03:04,movement,Café,,00:01:36,Moved from Classroom to Café
Davi das Neves,1,2024-02-10 00:04:21,interaction,Café,Table,00:01:17,Interacted with Table
Davi das Neves,1,2024-02-10 00:05:18,interaction,Café,Student,00:00:57,Interacted with Student
Davi das Neves,1,2024-02-12 00:03:00,movement,Classroom,,00:03:00,Moved from Café to Classroom
Davi das Neves,1,2024-02-12 00:03:32,interaction,Classroom,Computer,00:00:32,Interacted with Computer
Davi das Neves,1,2024-02-12 00:04:36,interaction,Classroom,Desk,00:01:04,Interacted with Desk
Davi das Neves,1,2024-02-12 00:06:03,interaction,Classroom,Computer,00:01:27,Interacted with Computer
Davi das Neves,1,2024-02-13 00:04:00,movement,Café,,00:04:00,Moved from Classroom to Café
Davi das Neves,1,2024-02-13 00:04:32,interaction,Café,Chair2,00:00:32,Interacted with Chair2
Davi das Neves,1,2024-02-13 00:05:41,interaction,Café,Table,00:01:09,Interacted with Table
Davi das Neves,1,2024-02-13 00:07:04,interaction,Café,Chair2,00:01:23,Interacted with Chair2
Davi das Neves,1,2024-02-14 00:01:11,interaction,Café,Chair2,00:01:11,Interacted with Chair2
Davi das Neves,1,2024-02-14 00:01:47,interaction,Café,Table,00:00:36,Interacted with Table
Davi das Neves,1,2024-02-14 00:02:39,interaction,Café,Student,00:00:52,Interacted with Student
Davi das Neves,1,2024-02-17 00:00:52,interaction,Café,Table,00:00:52,Interacted with Table
Davi das Neves,1,2024-02-17 00:05:51,movement,Auditorium,,00:04:59,Moved from Café to Auditorium
Davi das Neves,1,2024-02-17 00:06:22,interaction,Auditorium,Screen,00:00:31,Interacted with Screen
Davi das Neves,1,2024-02-17 00:07:46,interaction,Auditorium,Screen,00:01:24,Interacted with Screen
Davi das Neves,1,2024-02-18 00:03:54,movement,Café,,00:03:54,Moved from Auditorium to Café
Davi das Neves,1,2024-02-18 00:04:59,interaction,Café,Chair2,00:01:05,Interacted with Chair2
Davi das Neves,1,2024-02-18 00:06:16,interaction,Café,Student,00:01:17,Interacted with Student
Davi das Neves,1,2024-02-18 00:10:22,movement,Auditorium,,00:04:06,Moved from Café to Auditorium
Davi das Neves,1,2024-02-18 00:11:28,interaction,Auditorium,Hand,00:01:06,Interacted with Hand
Davi das Neves,1,2024-02-19 00:00:50,interaction,Auditorium,Screen,00:00:50,Interacted with Screen
Davi das Neves,1,2024-02-19 00:02:18,interaction,Auditorium,Screen,00:01:28,Interacted with Screen
Davi das Neves,1,2024-02-19 00:05:49,movement,Classroom,,00:03:31,Moved from Auditorium to Classroom
Davi das Neves,1,2024-02-19 00:06:37,interaction,Classroom,Computer,00:00:48,Interacted with Computer
Davi das Neves,1,2024-02-24 00:00:49,interaction,Classroom,Book,00:00:49,Interacted with Book
Davi das Neves,1,2024-02-24 00:02:36,movement,Café,,00:01:47,Moved from Classroom to Café
Davi das Neves,1,2024-02-24 00:03:32,interaction,Café,Table,00:00:56,Interacted with Table
Davi das Neves,1,2024-02-24 00:04:20,interaction,Café,Table,00:00:48,Interacted with Table
Davi das Neves,1,2024-02-28 00:02:38,movement,Classroom,,00:02:38,Moved from Café to Classroom
Davi das Neves,1,2024-02-28 00:03:45,interaction,Classroom,Computer,00:01:07,Interacted with Computer
Davi das Neves,1,2024-02-28 00:04:22,interaction,Classroom,Desk,00:00:37,Interacted with Desk
Davi das Neves,1,2024-02-28 00:05:11,interaction,Classroom,Computer,00:00:49,Interacted with Computer
Davi das Neves,1,2024-02-29 00:03:30,movement,Café,,00:03:30,Moved from Classroom to Café
Davi das Neves,1,2024-02-29 00:04:18,interaction,Café,Table,00:00:48,Interacted with Table
Davi das Neves,1,2024-02-29 00:05:35,interaction,Café,Table,00:01:17,Interacted with Table
Davi das Neves,1,2024-02-29 00:08:50,movement,Auditorium,,00:03:15,Moved from Café to Auditorium
Davi das Neves,1,2024-02-29 00:09:58,interaction,Auditorium,Chair1,00:01:08,Interacted with Chair1
Davi das Neves,1,2024-03-03 00:01:12,interaction,Auditorium,Chair1,00:01:12,Interacted with Chair1
Davi das Neves,1,2024-03-03 00:03:43,movement,Classroom,,00:02:31,Moved from Auditorium to Classroom
Davi das Neves,1,2024-03-03 00:05:11,interaction,Classroom,Book,00:01:28,Interacted with Book
Davi das Neves,1,2024-03-03 00:07:10,movement,Auditorium,,00:01:59,Moved from Classroom to Auditorium
Davi das Neves,1,2024-03-03 00:08:35,interaction,Auditorium,Screen,00:01:25,Interacted with Screen
Davi das Neves,1,2024-03-05 00:01:02,interaction,Auditorium,Hand,00:01:02,Interacted with Hand
Davi das Neves,1,2024-03-05 00:02:03,interaction,Auditorium,Hand,00:01:01,Interacted with Hand
Davi das Neves,1,2024-03-05 00:02:34,interaction,Auditorium,Chair1,00:00:31,Interacted with Chair1
Davi das Neves,1,2024-03-06 00:01:07,interaction,Auditorium,Chair1,00:01:07,Interacted with Chair1
Davi das Neves,1,2024-03-06 00:01:56,interaction,Auditorium,Screen,00:00:49,Interacted with Screen
Davi das Neves,1,2024-03-06 00:03:35,movement,Café,,00:01:39,Moved from Auditorium to Café
Davi das Neves,1,2024-03-06 00:04:43,interaction,Café,Student,00:01:08,Interacted with Student
Davi das Neves,1,2024-03-09 00:01:11,movement,Classroom,,00:01:11,Moved from Café to Classroom
Davi das Neves,1,2024-03-09 00:01:51,interaction,Classroom,Book,00:00:40,Interacted with Book
Davi das Neves,1,2024-03-09 00:06:49,movement,Café,,00:04:58,Moved from Classroom to Café
Davi das Neves,1,2024-03-09 00:07:39,interaction,Café,Table,00:00:50,Interacted with Table
Davi das Neves,1,2024-03-09 00:10:21,movement,Auditorium,,00:02:42,Moved from Café to Auditorium
Davi das Neves,1,2024-03-09 00:10:51,interaction,Auditorium,Chair1,00:00:30,Interacted with Chair1
Davi das Neves,1,2024-03-11 00:01:14,movement,Café,,00:01:14,Moved from Auditorium to Café
Davi das Neves,1,2024-03-11 00:02:19,interaction,Café,Table,00:01:05,Interacted with Table
Davi das Neves,1,2024-03-11 00:03:07,interaction,Café,Chair2,00:00:48,Interacted with Chair2
Davi das Neves,1,2024-03-11 00:06:43,movement,Auditorium,,00:03:36,Moved from Café to Auditorium
Davi das Neves,1,2024-03-11 00:08:12,interaction,Auditorium,Screen,00:01:29,Interacted with Screen
Davi das Neves,1,2024-03-14 00:01:01,interaction,Auditorium,Screen,00:01:01,Interacted with Screen
Davi das Neves,1,2024-03-14 00:02:07,movement,Café,,00:01:06,Moved from Auditorium to Café
Davi das Neves,1,2024-03-14 00:03:33,interaction,Café,Table,00:01:26,Interacted with Table
Davi das Neves,1,2024-03-14 00:06:19,movement,Classroom,,00:02:46,Moved from Café to Classroom
Davi das Neves,1,2024-03-14 00:07:42,interaction,Classroom,Book,00:01:23,Interacted with Book
Davi das Neves,1,2024-03-20 00:01:27,movement,Auditorium,,00:01:27,Moved from Classroom to Auditorium
Davi das Neves,1,2024-03-20 00:02:24,interaction,Auditorium,Screen,00:00:57,Interacted with Screen
Davi das Neves,1,2024-03-20 00:03:14,interaction,Auditorium,Screen,00:00:50,Interacted with Screen
Davi das Neves,1,2024-03-20 00:07:21,movement,Café,,00:04:07,Moved from Auditorium to Café
Davi das Neves,1,2024-03-20 00:08:08,interaction,Café,Chair2,00:00:47,Interacted with Chair2
Davi das Neves,1,2024-03-21 00:05:00,movement,Classroom,,00:05:00,Moved from Café to Classroom
Davi das Neves,1,2024-03-21 00:06:11,interaction,Classroom,Computer,00:01:11,Interacted with Computer
Davi das Neves,1,2024-03-21 00:06:55,interaction,Classroom,Book,00:00:44,Interacted with Book
Davi das Neves,1,2024-03-21 00:07:36,interaction,Classroom,Computer,00:00:41,Interacted with Computer
Davi das Neves,1,2024-03-24 00:03:06,movement,Café,,00:03:06,Moved from Classroom to Café
Davi das Neves,1,2024-03-24 00:03:50,interaction,Café,Student,00:00:44,Interacted with Student
Davi das Neves,1,2024-03-24 00:06:10,movement,Classroom,,00:02:20,Moved from Café to Classroom
Davi das Neves,1,2024-03-24 00:07:30,interaction,Classroom,Desk,00:01:20,Interacted with Desk
Davi das Neves,1,2024-03-24 00:10:32,movement,Café,,00:03:02,Moved from Classroom to Café
Davi das Neves,1,2024-03-24 00:11:16,interaction,Café,Student,00:00:44,Interacted with Student
Davi das Neves,1,2024-03-27 00:01:17,interaction,Café,Table,00:01:17,Interacted with Table
Davi das Neves,1,2024-03-27 00:03:32,movement,Auditorium,,00:02:15,Moved from Café to Auditorium
Davi das Neves,1,2024-03-27 00:04:18,interaction,Auditorium,Screen,00:00:46,Interacted with Screen
Davi das Neves,1,2024-03-27 00:06:41,movement,Café,,00:02:23,Moved from Auditorium to Café
Davi das Neves,1,2024-03-27 00:08:06,interaction,Café,Chair2,00:01:25,Interacted with Chair2
Davi das Neves,1,2024-03-28 00:03:12,movement,Auditorium,,00:03:12,Moved from Café to Auditorium
Davi das Neves,1,2024-03-28 00:03:44,interaction,Auditorium,Screen,00:00:32,Interacted with Screen
Davi das Neves,1,2024-03-28 00:04:15,interaction,Auditorium,Hand,00:00:31,Interacted with Hand
Davi das Neves,1,2024-03-28 00:05:38,interaction,Auditorium,Hand,00:01:23,Interacted with Hand
Davi das Neves,1,2024-03-30 00:03:55,movement,Classroom,,00:03:55,Moved from Auditorium to Classroom
Davi das Neves,1,2024-03-30 00:04:50,interaction,Classroom,Computer,00:00:55,Interacted with Computer
