username,Total Interaction Time,Interaction Frequency,Interaction Diversity,Interaction Depth,Engagement Score,Engagement Level
Benicio Sá,0.12240080517971279,0.16666666666666666,1.0,0.3139609443310987,0.12271171448193978,2
Benjamim Cirino,0.0,0.0,1.0,0.0,0.0,1
Benjamin Silva,0.0891456379181539,0.16666666666666666,1.0,0.12713494607986012,0.0894224711765773,1
Benício Moura,0.8393635344899145,0.8333333333333334,1.0,0.9490333236179928,0.8394684483234954,3
Bianca Siqueira,0.11806881381256744,0.16666666666666666,1.0,0.2896240163217721,0.11837528419177164,2
Brayan Azevedo,0.2068720428322404,0.3333333333333333,1.0,0.2765568833187603,0.2073324140807588,2
Brayan Mendes,0.21294720677347057,0.3333333333333333,1.0,0.29931021082288933,0.21340371792404078,2
Bruno da Rosa,0.1235006640657425,0.16666666666666666,1.0,0.3201399009035266,0.12381270037597047,2
Bryan Guerra,0.38349277828505024,0.3333333333333333,1.0,0.9380549888273584,0.3838409264980876,3
Bryan Moraes,0.28995808085000413,0.5,1.0,0.2539638589332556,0.29058652299128757,2
Caio Duarte,0.21143230679837305,0.3333333333333333,1.0,0.29363645195764115,0.21188978050112164,2
Caleb Mendes,0.10872001328131485,0.16666666666666666,1.0,0.23710288545613517,0.10901690409251064,1
Calebe Ramos,0.3068139370797709,0.5,1.0,0.30131157097056255,0.3074176781946577,2
Camila Vieira,0.39281563874823605,0.6666666666666666,1.0,0.28483823958029736,0.39358134274273626,2
Caroline Costela,0.1795415871171246,0.3333333333333333,1.0,0.17419605557174778,0.1800193238617925,1
Catarina Siqueira,0.09538163028139786,0.16666666666666666,1.0,0.16216846400466334,0.09566485346254386,1
Cauê Araújo,0.39049659666306963,0.3333333333333333,1.0,0.9642864082386088,0.39084029472048787,3
Cecília Aragão,0.08974744749730224,0.16666666666666666,1.0,0.13051588458175453,0.09002489742048088,1
Dante Souza,0.3925977421764755,0.6666666666666666,1.0,0.28434858641795396,0.3933638739998263,2
Davi Andrade,0.19966589192330042,0.3333333333333333,1.0,0.24956766734674052,0.2001308418874892,2
Davi Lucas Oliveira,0.18383207437536317,0.3333333333333333,1.0,0.19026522879626925,0.18430708498766288,1
Davi Lucca Brito,0.10612600647464099,0.16666666666666666,1.0,0.2225298746721072,0.10642023924809858,2
Davi Luiz da Mata,0.11707271519880467,0.16666666666666666,1.0,0.28402798018070535,0.11737816489151741,2
Davi Vargas,0.1170312110898979,0.16666666666666666,1.0,0.2837948120081609,0.11733661825400682,2
Diogo Ribeiro,0.2962355773221549,0.5,1.0,0.2715972019819295,0.29685482025077603,2
Dom Pacheco,0.3881464264962231,0.3333333333333333,1.0,0.9554843097250559,0.3884916178280824,3
Eduarda Barbosa,0.15556258819623142,0.3333333333333333,1.0,0.08438744778004466,0.1560555609551748,1
Eduarda Souza,0.2913640325392214,0.5,1.0,0.25791314485572725,0.29199041436097467,2
Elisa da Paz,0.12143583464763011,0.16666666666666666,1.0,0.3085397843194403,0.12174575515981849,2
Eloah Gonçalves,0.08015481032622229,0.16666666666666666,1.0,0.07662489070241903,0.08042243082584513,1
Eloá Costa,0.38920478127334607,0.3333333333333333,1.0,0.9594481686583116,0.38954930013724504,3
Eloá Sousa,0.017929775047729725,0.0,1.0,0.20145730107840285,0.018037441670270507,1
Emanuelly Mendonça,0.11843197476550178,0.16666666666666666,1.0,0.291664237831536,0.11873881726998936,2
Enrico Sampaio,0.8241782186436457,0.8333333333333334,1.0,0.9205965219080928,0.8243179898234755,3
Enzo Gabriel da Luz,0.3000383913007388,0.5,1.0,0.2822792188866219,0.3006520614831768,2
Erick Campos,0.826792977504773,0.8333333333333334,1.0,0.9254930535315264,0.8269267465997002,3
Evelyn Mendes,0.5095148169668797,0.5,1.0,0.8706936753133196,0.5098215147446343,3
Fernando Almeida,0.008383829999169918,0.0,1.0,0.09419994170795686,0.008434174114339455,1
Gabrielly Araújo,0.21237133726238897,0.3333333333333333,1.0,0.2971534052268532,0.21282821431464344,2
Gael Henrique Costela,0.9740703079604881,1.0,1.0,0.9229129366698589,0.9741359779515213,3
Giovanna Nunes,0.3817496057109654,0.3333333333333333,1.0,0.9315262799961138,0.38209886151829026,3
Guilherme da Costa,0.296386029716942,0.5,1.0,0.27201981929466623,0.29700505216856543,2
Gustavo Henrique Araújo,0.29995019506931186,0.5,1.0,0.2820314777032935,0.3005639944968865,2
Hadassa Vargas,0.29038349796629864,0.5,1.0,0.25515884581754583,0.2910113166898645,2
Hellena Albuquerque,0.10009234664231759,0.16666666666666666,1.0,0.1886330515884581,0.10038039681999615,1
Hellena Sá,0.3862268614592845,0.6666666666666666,1.0,0.2700320606237248,0.3870055021833171,2
Henrique Azevedo,0.5497322984975512,0.5,1.0,0.9836636549111046,0.5499800604930263,3
Henry Gabriel Mendes,0.10879264547190172,0.16666666666666666,1.0,0.23751092975808807,0.10908961070815418,2
Henry da Cunha,0.19186311944882542,0.3333333333333333,1.0,0.22034392305450298,0.1923330272160152,2
Ian Guerra,1.0,1.0,1.0,0.9645334554690427,1.0,3
Igor Viana,0.8236127251597908,0.8333333333333334,1.0,0.9195375497911201,0.8237537944095696,3
Isaac Rodrigues,0.3886029716941977,0.3333333333333333,1.0,0.9571942096570486,0.38894787294183886,3
Isabel Abreu,0.10834128828754047,0.16666666666666666,1.0,0.2349752258816672,0.10863779102522644,2
Isaque Cassiano,0.5238077944716527,0.5,1.0,0.9108423200233167,0.5240935469346266,3
Isaque Sales,0.12143583464763011,0.16666666666666666,1.0,0.3085397843194403,0.12174575515981849,2
Joana Cavalcante,0.7019382418859467,0.6666666666666666,1.0,0.979492859224716,0.7020969993509482,3
Joana Rocha,0.1666389972607288,0.3333333333333333,1.0,0.12587195181191102,0.16712493218097077,1
Joana da Rocha,0.40003216568440275,0.3333333333333333,1.0,1.0,0.40036980493735563,3
Joaquim Nogueira,0.002313854071553084,0.0,1.0,0.0259982512387058,0.0023277485488832927,1
José Pedro Macedo,0.30711484186934507,0.5,1.0,0.302156805596036,0.3077181420302365,2
José Silva,0.2839607371129742,0.5,1.0,0.23711745846691917,0.2845979679235449,2
João Lucas Nunes,0.5200879887108824,0.5,1.0,0.9003934712911689,0.5203791922775578,3
João Lucas Pinto,0.3716589192330041,0.3333333333333333,1.0,0.8937336053628678,0.3720145865608321,3
João Nogueira,0.6576689217232506,0.6666666666666666,1.0,0.8800116584086272,0.6579145997497488,3
João Pedro Sá,0.5109518967377771,0.5,1.0,0.8747303993004955,0.511256488580071,3
João Vitor das Neves,0.09691209429733544,0.16666666666666666,1.0,0.17076654036723982,0.09719688572074697,1
Júlia Moraes,0.2905183863202457,0.5,1.0,0.2555377440979307,0.29114600737477914,2
Larissa Sá,0.38984290694778784,0.6666666666666666,1.0,0.27815797143689885,0.3906144477501794,2
Laura da Mata,0.1600502199717772,0.3333333333333333,1.0,0.10119498688429023,0.16054034133471273,1
Lavínia Garcia,0.1990018261807919,0.3333333333333333,1.0,0.24708054017293302,0.19946719808566163,2
Laís Brito,0.014313729559226364,0.0,1.0,0.16082774701253283,0.014399682166746617,1
Laís Camargo,0.08626110234913256,0.16666666666666666,1.0,0.110929758088021,0.0865349798695911,1
Liz Rezende,0.3847171494978003,0.3333333333333333,1.0,0.942640629554066,0.3850645197577071,3
Lorena da Cruz,0.6952716443927949,0.6666666666666666,1.0,0.9645118041387353,0.6954434913833469,3
Lorenzo Novais,0.3532051548103262,0.6666666666666666,1.0,0.19582628971145438,0.35404863197803943,2
Luan Pinto,0.6539594919897069,0.6666666666666666,1.0,0.8716758962401632,0.6542124532930679,3
Luana Sales,0.0781107329625633,0.16666666666666666,1.0,0.06514135820460498,0.07837625892844842,1
Luana da Luz,0.314305428737445,0.5,1.0,0.32235499854269883,0.31489819161837773,2
Luara Correia,0.9533390055615506,1.0,1.0,0.8896365074738727,0.9534571800112009,3
Lucas Gabriel Silva,0.20570473976923714,0.3333333333333333,1.0,0.2721849800835519,0.20616585271035878,2
Lucas Nogueira,0.9589109321822861,1.0,1.0,0.8985801723778991,0.9590149950732391,3
Lucas Vasconcelos,0.20890055615505934,0.3333333333333333,1.0,0.2841542796075003,0.20935963850665398,2
Lucas da Cunha,0.11463434880053125,0.16666666666666666,1.0,0.27032935004371905,0.11493729993777009,2
Lucca Guerra,0.6591526936166681,0.6666666666666666,1.0,0.8833459632760128,0.659395458332421,3
Luiz Felipe Câmara,0.011195733377604383,0.0,1.0,0.12579422908772944,0.011262962709619146,1
Luiz Felipe Ramos,0.30066614094795385,0.5,1.0,0.28404255319148936,0.3012788912091257,2
Luiz Gustavo Moraes,0.8099163692205529,0.8333333333333334,1.0,0.893889050811231,0.8100888779626777,3
Luiz Gustavo Pimenta,0.37626587532165684,0.6666666666666666,1.0,0.2476479160594578,0.37706407393600627,2
Luiz Gustavo Vieira,0.11808956586702084,0.16666666666666666,1.0,0.2897406004080442,0.11839605751052695,2
Luiz Otávio da Cruz,0.3044533908856977,0.5,1.0,0.2946808510638297,0.30506059120865175,2
Luiza Sales,0.2004907860878227,0.3333333333333333,1.0,0.25265714563295444,0.20095521192257193,2
Luna Araújo,0.9164366647298082,1.0,1.0,0.8304034642128492,0.9166482986925077,3
Luna Cirino,0.40715530837552916,0.6666666666666666,1.0,0.31706208102593997,0.40789285715709406,2
Luna da Cruz,0.9763582219639745,1.0,1.0,0.9265853353874339,0.9764180975440341,3
Lunna Pastor,0.2061457209263717,0.3333333333333333,1.0,0.2738365879724084,0.2066065536725099,2
Lívia Carvalho,0.6870278907611853,0.6666666666666666,1.0,0.9459865928300789,0.6872159239432548,3
Maitê Cardoso,0.516098406242218,0.5,1.0,0.8891868259982513,0.5163954562506599,3
Manuella da Luz,0.12392608118203702,0.16666666666666666,1.0,0.3225298746721072,0.12423855341045406,2
Marcos Vinicius Cirino,0.28522142442101767,0.5,1.0,0.24065870008743806,0.2858568077864009,2
Marcos Vinicius Vieira,0.08886548518303312,0.16666666666666666,1.0,0.12556106091518504,0.0891420313733808,1
Maria Eduarda Campos,0.19666722005478543,0.3333333333333333,1.0,0.23833673370251623,0.19713407534486155,2
Maria Eduarda Teixeira,0.36171868514982985,0.3333333333333333,1.0,0.8565044204799378,0.3620806684022254,3
Maria Fernanda Cunha,0.3957572424670042,0.6666666666666666,1.0,0.29144855727193236,0.39651717077202014,2
Maria Flor Albuquerque,0.2749595334938159,0.5,1.0,0.21183328475663077,0.27560995491097273,2
Maria Flor Marques,0.10997032456213165,0.16666666666666666,1.0,0.2441270766540367,0.11026849654751722,2
Maria Helena da Conceição,0.20444405246119365,0.3333333333333333,1.0,0.2674633245895268,0.2049059664303267,2
Maria Isis Azevedo,0.29451315680252343,0.5,1.0,0.26675896240163216,0.2951349238126354,2
Maria Julia Dias,0.3871036357599402,0.6666666666666666,1.0,0.2720023316817255,0.387880554982169,2
Maria Julia Fonseca,0.5434288619573338,0.5,1.0,0.9659574468085108,0.5436858611787465,3
Maria Júlia Cardoso,0.6682005893583465,0.6666666666666666,1.0,0.9036782279218887,0.6684255889903951,3
Maria Júlia Carvalho,0.8559340499709471,0.8333333333333334,1.0,0.9800641212474497,0.8560009267823488,3
Maria Júlia Duarte,0.15673507927284802,0.3333333333333333,1.0,0.08877878169629841,0.15722730704277663,1
Maria Júlia Souza,0.2766560139453806,0.5,1.0,0.2165986592830079,0.27730394929432206,2
Maria Laura Martins,0.35444509006391633,0.3333333333333333,1.0,0.8292626056543284,0.3548116948853329,3
Maria Luiza Pacheco,0.17437951357184361,0.3333333333333333,1.0,0.154862527931604,0.17486053024602344,1
Maria Luiza Pereira,0.11116356769320163,0.16666666666666666,1.0,0.25083066161468964,0.11146296237594677,2
Maria Luísa Rocha,0.38775732547522207,0.6666666666666666,1.0,0.2734712911687554,0.38853296121089864,2
Maria Sophia Cassiano,0.012046567610193409,0.0,1.0,0.1353541241620519,0.012118906122212997,1
Maria Sophia Machado,0.1036253839130074,0.16666666666666666,1.0,0.20848149227630422,0.10391705433808535,2
Maria Vitória Macedo,0.12301817879970117,0.16666666666666666,1.0,0.3174293208976974,0.12332972071490984,2
Mariana Costela,0.27762098447746325,0.5,1.0,0.2193092392888371,0.2782675057325575,2
Marina Moura,0.012601685066821616,0.0,1.0,0.14159137277761583,0.012677357007258987,1
Maysa Jesus,0.20341682576575082,0.3333333333333333,1.0,0.2636160497425435,0.2038793924243747,2
Maysa Novais,0.6958630779447166,0.6666666666666666,1.0,0.9658408627222383,0.696033763685531,3
Maysa da Cunha,0.38567174400265625,0.3333333333333333,1.0,0.9462158748664142,0.3860185077228343,3
Melissa Castro,0.39400369386569273,0.6666666666666666,1.0,0.2875080151559313,0.3947670651743166,2
Melissa da Mota,0.12721009379928613,0.16666666666666666,1.0,0.34097930632468676,0.12752593110347973,2
Milena Ribeiro,0.5246741927450818,0.5,1.0,0.9132760128242495,0.5249586755646553,3
Mirella Cavalcanti,0.13048373038930855,0.16666666666666666,1.0,0.35937044593413003,0.13080292213712774,2
Nathan Costela,0.2929671287457458,0.5,1.0,0.26241620518799175,0.2935911613470754,2
Natália Cunha,0.19565555740018262,0.3333333333333333,1.0,0.23454775089866892,0.19612305549051484,2
Natália Dias,0.2821138042666224,0.5,1.0,0.23192946662780528,0.2827537416224062,2
Natália Freitas,0.2876390387648377,0.5,1.0,0.24744972311279506,0.2882708792929477,2
Nicole Câmara,0.08535838798041007,0.16666666666666666,1.0,0.10585835033517924,0.08563134050373569,1
Oliver Camargo,0.01193243131069976,0.0,1.0,0.13407169921305742,0.012004084444913816,1
Oliver das Neves,0.8022848011953183,0.8333333333333334,1.0,0.879597784902361,0.8024748279273072,3
Pedro Camargo,0.3862476135137379,0.6666666666666666,1.0,0.2700786942582337,0.38702621349216565,2
Pedro Henrique Caldeira,0.2779322652942641,0.5,1.0,0.22018361993587865,0.27857833039005275,2
Pedro Lucas Pires,0.67428094131319,0.6666666666666666,1.0,0.9173418828329932,0.6744940024830243,3
Pedro Lucas Sá,0.8245932597327136,0.8333333333333334,1.0,0.9213737491499077,0.824732078200654,3
Pedro Miguel Mendonça,0.38725927616834066,0.6666666666666666,1.0,0.272352083940542,0.3880358897985332,2
Pietra Borges,0.9800572756702913,1.0,1.0,0.9325227963525835,0.9801077829623145,3
Pietro Moraes,0.8145544533908857,0.8333333333333334,1.0,0.9025745652385118,0.8147163155776479,3
Rafael Caldeira,0.11739437204283223,0.16666666666666666,1.0,0.28583503351792483,0.11770015133222453,2
Rafael Campos,0.7035776541877646,0.6666666666666666,1.0,0.9831769163509183,0.7037331927499848,3
Rafael Rios,0.2939736033867353,0.5,1.0,0.2652433692800933,0.29459616107297687,2
Rafael da Mota,0.6664262887025816,0.6666666666666666,1.0,0.8996910521713788,0.6666547720838427,3
Raul das Neves,0.3892307213414128,0.6666666666666666,1.0,0.27678227921888665,0.3900034641391467,2
Ravi Lucca Cunha,0.19677098032705237,0.3333333333333333,1.0,0.23872534732342363,0.1972377696888971,2
Ravi da Cruz,0.5299711546443098,0.5,1.0,0.9281550568347421,0.5302478751530334,3
Ravi da Mata,0.2054920312110899,0.3333333333333333,1.0,0.2713883221606918,0.2059532793050859,2
Ravy Nogueira,0.17457665808915082,0.3333333333333333,1.0,0.15560089381132808,0.17505754949969102,1
Rebeca Cassiano,0.3836224786253839,0.6666666666666666,1.0,0.2641795394928592,0.38440623292282233,2
Rebeca Silva,0.17046256329376608,0.3333333333333333,1.0,0.14019236374234909,0.1709460687586811,1
Rebeca da Mota,0.10965385573171745,0.16666666666666666,1.0,0.24234916933838527,0.10995170343649899,2
Rhavi Pires,0.28526292852992446,0.5,1.0,0.2407752841737102,0.2858982510740669,2
Rodrigo Caldeira,0.19454532248692621,0.3333333333333333,1.0,0.23038958515495958,0.19501352600933436,2
Rodrigo Cavalcanti,0.3963538640325392,0.3333333333333333,1.0,0.9862236471388321,0.3966938404412952,3
Rodrigo Montenegro,0.37492736780941316,0.6666666666666666,1.0,0.24464004663363448,0.3757281945152739,2
Sabrina Aparecida,0.8171017680750394,0.8333333333333334,1.0,0.9073447974351502,0.8172577829925812,3
Samuel Gonçalves,0.1105306300323732,0.16666666666666666,1.0,0.24727484698338673,0.11082937615391023,2
Sara Barbosa,0.2997011704158712,0.5,1.0,0.2813319731856601,0.3003153347708903,2
Sophia Sá,0.9603843280484768,1.0,1.0,0.9009451638422784,0.9604846593913198,3
Sophia Viana,0.09990557815223707,0.16666666666666666,1.0,0.18758379481200804,0.10019343695119848,1
Sophie Barros,0.28901386237237486,0.5,1.0,0.25131157097056245,0.2896436881968852,2
Stephany Souza,0.9510095874491574,1.0,1.0,0.8858974892784279,0.9511336614238126,3
Thales Machado,0.2876649788329045,0.5,1.0,0.2475225881667153,0.28829678134773895,2
Thales Vasconcelos,0.39777019174898315,0.6666666666666666,1.0,0.2959720198192947,0.39852616773033095,2
Thomas Moreira,0.9764464181954013,1.0,1.0,0.9267269017779074,0.9765060704081446,3
Vinícius Mendes,0.12205839628123184,0.16666666666666666,1.0,0.31203730690760717,0.12236895472247737,2
Vitor Gabriel Silveira,0.08156595002905287,0.16666666666666666,1.0,0.08455260856893032,0.08183501650120528,1
Vitória Sampaio,0.16988669378268448,0.3333333333333333,1.0,0.1380355581463129,0.17037056514928375,1
Yago Lopes,0.6612953432389806,0.6666666666666666,1.0,0.8881608860390557,0.6615339009710353,3
Yasmin Nascimento,0.014132149082759194,0.0,1.0,0.15878752550276878,0.014217011316497935,1
Yasmin Rezende,0.21147381090727982,0.3333333333333333,1.0,0.29379189740600414,0.21193125823873585,2
Ísis Pastor,0.2894807835975762,0.5,1.0,0.2526231419411251,0.29010992518312817,2
